station,YYYY-MM-DD,daily_rain,daily_rain_source,max_temp,max_temp_source,min_temp,min_temp_source,vp,vp_source,vp_deficit,vp_deficit_source,evap_pan,evap_pan_source,evap_syn,evap_syn_source,evap_comb,evap_comb_source,evap_morton_lake,evap_morton_lake_source,radiation,radiation_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,et_short_crop,et_short_crop_source,et_tall_crop,et_tall_crop_source,et_morton_actual,et_morton_actual_source,et_morton_potential,et_morton_potential_source,et_morton_wet,et_morton_wet_source,mslp,mslp_source,metadata
66098,2010-03-13,    0.0,0, 23.1,25, 17.7,25, 16.0,25, 10.0,26,  4.1,25,  4.5,26,  4.1,25, 4.4,26, 19.5,42, 56.6,26, 79.0,26,  3.8,26,  4.7,26, 3.0,26, 5.8,26, 4.4,26,1034.8,25,""
66098,2010-03-14,    1.8,0, 23.6,25, 16.8,25, 18.1,25,  8.2,26,  4.3,25,  4.3,26,  4.3,25, 4.6,26, 20.0,42, 62.2,26, 94.7,26,  3.6,26,  4.2,26, 4.0,26, 5.1,26, 4.5,26,1030.8,25,""
66098,2010-03-15,    0.0,0, 24.9,25, 18.1,25, 17.7,25, 10.7,26,  4.0,25,  4.9,26,  4.0,25, 5.0,26, 21.4,42, 56.2,26, 85.3,26,  4.1,26,  5.0,26, 3.8,26, 6.1,26, 5.0,26,1026.0,25,""
66098,2010-03-16,    0.0,0, 25.1,25, 16.8,25, 18.7,25,  9.4,26,  4.4,25,  5.0,26,  4.4,25, 5.7,26, 23.7,42, 58.7,26, 97.8,26,  4.1,26,  4.8,26, 5.1,26, 6.0,26, 5.6,26,1023.7,25,""
66098,2010-03-17,    0.0,0, 25.5,25, 15.2,25, 16.7,25, 11.3,26,  4.3,25,  5.3,26,  4.3,25, 5.6,26, 24.2,42, 51.2,26, 96.7,26,  4.3,26,  5.2,26, 4.7,26, 6.4,26, 5.6,26,1026.0,25,""
66098,2010-03-18,    0.0,0, 25.9,25, 16.4,25, 17.7,25, 11.3,26,  4.8,25,  5.1,26,  4.8,25, 5.3,26, 22.5,42, 53.0,26, 95.0,26,  4.1,26,  5.0,26, 4.3,26, 6.2,26, 5.2,26,1026.7,25,""
66098,2010-03-19,    0.0,0, 28.8,25, 17.3,25, 18.9,25, 14.6,26,  5.0,25,  5.6,26,  5.0,25, 5.6,26, 22.6,42, 47.7,26, 95.8,26,  4.6,26,  5.7,26, 4.2,26, 6.8,26, 5.5,26,1022.4,25,""
66098,2010-03-20,    0.0,0, 28.2,25, 19.3,25, 17.8,25, 15.8,26,  5.5,25,  5.7,26,  5.5,25, 5.5,26, 22.2,42, 46.6,26, 79.5,26,  4.7,26,  6.0,26, 3.4,26, 7.4,26, 5.4,26,1021.1,25,""
66098,2010-03-21,    0.0,0, 30.3,25, 18.6,25, 18.7,25, 17.7,26,  6.2,25,  5.5,26,  6.2,25, 4.5,26, 17.9,42, 43.3,26, 87.3,26,  4.4,26,  5.7,26, 2.3,26, 6.7,26, 4.5,26,1018.0,25,""
66098,2010-03-22,    0.4,0, 24.1,25, 20.7,25, 17.9,25, 10.6,26,  3.9,25,  4.1,26,  3.9,25, 3.8,26, 15.6,42, 59.6,26, 73.3,26,  3.5,26,  4.5,26, 2.0,26, 5.5,26, 3.8,26,1020.5,25,""
66098,2010-03-23,    0.0,0, 26.2,25, 18.5,25, 19.2,25, 11.1,26,  5.4,25,  4.9,26,  5.4,25, 5.1,26, 21.3,42, 56.5,26, 90.2,26,  4.0,26,  4.9,26, 4.1,26, 6.1,26, 5.1,26,1020.2,25,""
66098,2010-03-24,    0.0,0, 24.6,25, 18.6,25, 19.6,25,  8.7,26,  3.6,25,  3.9,26,  3.6,25, 3.8,26, 15.8,42, 63.4,26, 91.5,26,  3.2,26,  3.9,26, 2.9,26, 4.6,26, 3.7,26,1021.8,25,""
66098,2010-03-25,    0.0,0, 26.0,25, 19.3,25, 18.6,25, 11.8,26,  4.1,25,  4.8,26,  4.1,25, 4.7,26, 19.5,42, 55.3,26, 83.1,26,  3.9,26,  4.9,26, 3.2,26, 6.1,26, 4.6,26,1023.7,25,""
66098,2010-03-26,    0.0,0, 31.1,25, 19.2,25, 21.7,25, 16.4,26,  5.4,25,  5.6,26,  5.4,25, 5.4,26, 20.6,42, 48.0,26, 97.6,26,  4.5,26,  5.7,26, 3.9,26, 6.8,26, 5.3,26,1019.1,25,""
66098,2010-03-27,    0.0,0, 25.2,25, 21.7,25, 22.7,25,  7.7,26,  4.3,25,  3.7,26,  4.3,25, 4.0,26, 15.4,42, 70.8,26, 87.5,26,  3.1,26,  3.8,26, 3.3,26, 4.6,26, 3.9,26,1019.9,25,""
66098,2010-03-28,    0.0,0, 26.2,25, 20.4,25, 22.8,25,  8.4,26,  5.1,25,  4.2,26,  5.1,25, 4.6,26, 18.5,42, 67.0,26, 95.2,26,  3.5,26,  4.1,26, 4.2,26, 5.0,26, 4.6,26,1019.4,25,""
66098,2010-03-29,    0.0,0, 26.6,25, 22.1,25, 21.9,25, 10.7,26,  1.9,25,  3.0,26,  1.9,25, 2.3,26,  6.7,42, 62.9,26, 82.4,26,  2.4,26,  3.3,26, 0.7,26, 3.9,26, 2.3,26,1016.9,25,""
